,recencia_norm,frecuencia_norm,monto_norm
1,-0.9200371683307537,0.866660715181176,1.7243335857473918
2,-0.16423274879039773,0.08741372993524014,0.2742234415867702
3,-0.7440279199446435,-0.6918332553106957,0.25131840026896224
4,2.2688362730175977,-0.6918332553106957,-0.569979396441503
5,-0.5680186715585331,1.1264097102631547,0.6832708914749603
6,1.1713668419042038,-0.6918332553106957,-0.7115993797972617
7,1.4612644274813267,-0.6918332553106957,-0.14004097916342498
8,1.2749016938960336,-0.6918332553106957,-0.497842078106255
9,-0.7026139791479116,-0.1723352651467385,0.8595110166461712
10,-0.599079127156082,-0.6918332553106957,2.819476184829392
11,-0.9200371683307537,-0.43208426022871715,-0.08887542201460039
12,-0.34024199717650805,0.08741372993524014,2.9146455061627177
13,-0.40236290837160577,-0.1723352651467385,0.7733098067282834
14,2.0307061134363895,-0.6918332553106957,-0.6533701364370496
15,-0.9096836831315708,1.645907700427112,2.2530885871738255
16,0.19813923318100582,-0.43208426022871715,-0.44440275268350327
17,-0.857916257135656,0.08741372993524014,-0.00517304880384548
18,2.0721200542331215,-0.43208426022871715,-0.3928216845810676
19,-0.8993301979323878,-0.6918332553106957,-0.6654892059173713
20,-0.4127163935707887,0.08741372993524014,1.2832513955328848
21,-0.4748373047658865,-0.43208426022871715,0.3265778217417598
22,-0.19529320438794662,-0.1723352651467385,-0.013864152916876125
23,2.2791897582167806,-0.6918332553106957,-0.552551020331707
24,-0.6819070087495457,-0.6918332553106957,-0.3342173271655121
25,-0.8268558015381071,-0.43208426022871715,-0.49893856534495074
26,2.320603699013512,-0.43208426022871715,0.17662453537191303
27,0.405208937164665,-0.6918332553106957,1.5504076257483754
28,-0.09175835239611702,-0.43208426022871715,-0.2711346850277045
29,-0.7129674643470946,0.08741372993524014,0.8095227405325779
30,-0.8889767127332048,0.3471627250172188,0.30196456872577315
31,0.9746506231197277,0.3471627250172188,0.3049943360958535
32,-0.6404930679528138,-0.43208426022871715,-0.4252026840353937
33,2.5587338585947204,-0.43208426022871715,-0.5310252445404691
34,-0.7750883755421922,0.6069117200991975,0.8417536943647667
35,-0.11246532279448293,-0.6918332553106957,-0.44564928554433636
36,-0.7129674643470946,-0.6918332553106957,-0.49698220127169884
37,-0.19529320438794662,0.08741372993524014,0.15035500952694927
38,-0.2781210859814103,-0.43208426022871715,-0.0286147917700676
39,-0.7440279199446435,2.1654056905910695,0.9790858355186784
40,-0.5680186715585331,-0.43208426022871715,0.6277886371969544
41,-0.46448381956670354,-0.6918332553106957,0.18097585841389519
42,0.29132059997365245,0.08741372993524014,-0.12316084667297696
43,2.1963618766233166,-0.6918332553106957,-0.7143117429666671
44,2.403431580606976,-0.6918332553106957,-0.6327677183205028
45,-0.4230698787699717,-0.6918332553106957,-0.5161361020360739
46,0.6019251559491412,-0.6918332553106957,0.22410243280743997
47,-0.7129674643470946,-0.43208426022871715,1.208003516031021
48,-0.4230698787699717,0.3471627250172188,0.22279241910647188
49,-0.599079127156082,0.3471627250172188,0.904016856566286
50,-0.12281880799366589,-0.1723352651467385,5.627060614437243
51,2.2584827878184144,-0.43208426022871715,-0.36284141508093853
52,-0.16423274879039773,-0.1723352651467385,-0.05493048549876601
53,-0.2470606303838614,-0.1723352651467385,-0.3254627422123464
54,1.3059621494935825,-0.1723352651467385,-0.4383951568125439
56,-0.9096836831315708,1.3861587053451334,1.3429291562452685
57,0.2291996887785547,-0.6918332553106957,-0.3771246041113176
58,-0.2781210859814103,-0.6918332553106957,-0.4164769540095621
59,-0.7750883755421922,0.08741372993524014,-0.29721953933773015
60,0.0531904403924444,-0.1723352651467385,-0.2992278422801834
61,-0.9303906535299367,1.1264097102631547,0.3100439483793209
62,0.7468739487377026,-0.43208426022871715,0.25328630631314786
63,-0.13317229319284885,-0.6918332553106957,-0.3144401599707205
64,1.0781854751115574,-0.6918332553106957,-0.4266685143439659
65,-0.7129674643470946,-0.1723352651467385,-0.28639317060197617
66,-0.6715535235503627,1.3861587053451334,3.8287003522813783
67,-0.847562771936473,0.08741372993524014,1.4013892390241538
68,-0.4955442751642524,-0.6918332553106957,-0.6149930830826976
69,-0.5680186715585331,2.9446526758370055,2.980936816220077
70,-0.4955442751642524,0.3471627250172188,2.1567650687471356
72,-0.06069789679856814,-0.43208426022871715,-0.29773892802974394
73,-0.11246532279448293,-0.43208426022871715,3.7556569892278397
74,0.09460438118917623,-0.6918332553106957,-0.46921221920536177
